title,artist,artist_popularity,followers
Anyone Else But You,Michael Cera & Ellen Page,45,17533
Rockstar,Nickelback,78,2565764
Soulja Girl,Soulja Boy Tell'em Featuring I-15,68,537525
Baby Don't Go,Fabolous Featuring Jermaine Dupri,73,665438
Freaky Gurl,Gucci Mane,89,1820389
Wake Up Call,Maroon 5,89,10228904
1234,Feist,63,442400
Our Time Now,Plain White T's,68,426631
Citizen/Soldier,3 Doors Down,74,1395930
Fall,Clay Walker,59,226387
S.O.S.,Jonas Brothers,66,941209
So Small,Carrie Underwood,74,2127804
Falling In Love At A Coffee Shop,Landon Pigg,45,28265
Fly Like Me,Chingy Featuring Amerie,61,243177
Livin' Our Love Song,Jason Michael Carroll,52,87470
Until The End Of Time,Justin Timberlake Duet With Beyonce,88,6109437
Bed,J. Holiday,60,482931
The Pretender,Foo Fighters,81,4170076
This Christmas,Chris Brown,91,5836001
Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,83,3538569
Do You Hear What I Hear,Carrie Underwood,74,2127806
Me Enamora,Juanes,78,1309187
Nothin' Better To Do,LeAnn Rimes,63,287503
Never Too Late,Three Days Grace,79,1930153
Bleed It Out,Linkin Park,87,7792783
As If,Sara Evans,59,362440
Free And Easy (Down The Road I Go),Dierks Bentley,74,1170686
Mistletoe,Colbie Caillat,74,947645
Hood Figga,Gorilla Zoe,57,250041
Take Me There,Rascal Flatts,73,1221802
If You're Reading This,Tim McGraw,76,1935188
Online,Brad Paisley,71,1083349
Sexy Movimiento,Wisin & Yandel,75,1952776
Umbrella,Rihanna Featuring Jay-Z,92,20858586
Hey There Delilah,Plain White T's,68,426631
Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,68,997125
"Sorry, Blame It On Me",Akon,80,1446776
Do It Well,Jennifer Lopez,79,4236317
The Hand Clap,Hurricane Chris Featuring Big Poppa,46,83525
I Get Money,50 Cent,83,3538569
Before He Cheats,Carrie Underwood,74,2127807
LoveStoned,Justin Timberlake,88,6109437
From Where You Are,Lifehouse,69,722578
Love Me If You Can,Toby Keith,69,810096
Dreaming With A Broken Heart,John Mayer,82,2714348
Shawty,Plies Featuring T-Pain,68,546501
Wait For You,Elliott Yamin,55,46995
Headlines (Friendship Never Ends),Spice Girls,70,721322
Famous In A Small Town,Miranda Lambert,69,1286119
Can't Tell Me Nothing,Kanye West,90,6937373
First Time,Lifehouse,69,722578
The Great Escape,Boys Like Girls,63,457774
When You're Gone,Avril Lavigne,77,2470244
Never Wanted Nothing More,Kenny Chesney,74,1629045
You Know What It Is,T.I. Featuring Wyclef Jean,80,2176773
Proud Of The House We Built,Brooks & Dunn,67,573549
Another Side Of You,Joe Nichols,63,264143
Bartender,T-Pain Featuring Akon,81,1340528
Teenagers,My Chemical Romance,78,2711184
All My Friends Say,Luke Bryan,80,2462761
Empty Walls,Serj Tankian,58,306772
Potential Breakup Song,Aly & AJ,57,180776
Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,81,1340528
Thnks Fr Th Mmrs,Fall Out Boy,84,4162611
Beautiful Girls,Sean Kingston,71,783817
A Bay Bay,Hurricane Chris,46,83525
Shadowplay,The Killers,82,3130106
Shut Up And Drive,Rihanna,92,20858586
These Are My People,Rodney Atkins,65,512278
Make Me Better,Fabolous Featuring Ne-Yo,73,665438
Whine Up,Kat DeLuna Featuring Elephant Man,56,210994
Can't Leave 'Em Alone,Ciara Featuring 50 Cent,73,2562460
Wadsyaname,Nelly,77,968766
Because Of You,Reba McEntire Duet With Kelly Clarkson,78,2840761
Int'l Players Anthem (I Choose You),UGK Featuring OutKast,61,259697
I Got It From My Mama,will.i.am,75,1871154
1973,James Blunt,77,1303730
Makes Me Wonder,Maroon 5,89,10228903
Big Things Poppin' (Do It),T.I.,80,2176773
Cupid Shuffle,Cupid,47,17222
teachme,Musiq Soulchild,63,471226
Clothes Off!!,Gym Class Heroes,68,795775
Money In The Bank,Swizz Beatz,64,71712
Inconsolable,Backstreet Boys,77,1265594
Same Girl,R. Kelly Duet With Usher,77,1465095
Party Like A Rockstar,Shop Boyz,47,23841
The Sweet Escape,Gwen Stefani Featuring Akon,75,1766773
(You Want To) Make A Memory,Bon Jovi,79,3071288
Sexy Lady,Yung Berg Featuring Junior,46,14364
When I See U,Fantasia,59,557587
What I've Done,Linkin Park,87,7792784
Everyday America,Sugarland,60,550288
4 In The Morning,Gwen Stefani,75,1766773
Can U Believe,Robin Thicke,69,1129789
Hold On,Jonas Brothers,66,941209
Rehab,Amy Winehouse,78,4088382
Coffee Shop,Yung Joc Featuring Gorilla Zoe,66,199247
I Need You,Tim McGraw With Faith Hill,76,1935188
Tambourine,Eve,66,309308
A Different World,Bucky Covington,42,40800
Summer Love,Justin Timberlake,88,6109438
How Do I Breathe,Mario,70,833127
I Told You So,Keith Urban,77,2060812
Tough,Craig Morgan,64,285597
Find Out Who Your Friends Are,Tracy Lawrence,61,243226
Icky Thump,The White Stripes,75,1259352
Girlfriend,Avril Lavigne,77,2470245
U + Ur Hand,P!nk,84,3748987
Get It Shawty,Lloyd,68,727384
Wall To Wall,Chris Brown,91,5836002
Lucky Man,Montgomery Gentry,63,411041
Lip Gloss,Lil Mama,49,32417
I Wonder,Kellie Pickler,49,271748
Ticks,Brad Paisley,71,1083349
Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,77,931404
Lost In This Moment,Big & Rich,62,378379
Like This,Kelly Rowland Featuring Eve,71,1190357
Johnny Cash,Jason Aldean,78,2028827
"Pop, Lock & Drop It",Huey,46,25904
Glamorous,Fergie Featuring Ludacris,74,1878230
I Tried,Bone Thugs-N-Harmony Featuring Akon,68,654460
Startin' With Me,Jake Owen,70,772509
Nobody's Perfect,Hannah Montana,67,1185791
Life's What You Make It,Hannah Montana,67,1185791
Good Directions,Billy Currington,73,818059
We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",83,1859966
Because Of You,Ne-Yo,81,3189812
Like A Boy,Ciara,73,2562460
Better Than Me,Hinder,64,530196
Little Wonders,Rob Thomas,64,222435
Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,64,385424
Guys Like Me,Eric Church,75,1334900
2 Step,Unk,49,56758
I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),77,1465097
Dance Tonight,Paul McCartney,74,1364724
Make Some Noise,Hannah Montana,67,1185791
True Friend,Hannah Montana,67,1185791
Stand,Rascal Flatts,73,1221803
This Is Why I'm Hot,Mims,49,41392
Don't Matter,Akon,80,1446776
Rock Yo Hips,Crime Mob Featuring Lil Scrappy,50,106178
Working Class Hero,Green Day,82,5884372
Imagine,Jack Johnson,80,1941259
Stolen,Dashboard Confessional,66,249661
Impacto,Daddy Yankee Featuring Fergie,92,6319224
I Don't Wanna Stop,Ozzy Osbourne,71,1303089
Last Night,Diddy Featuring Keyshia Cole,68,997124
If Everyone Cared,Nickelback,78,2565764
Wasted,Carrie Underwood,74,2127808
A Woman's Love,Alan Jackson,73,712246
This Is My Now,Jordin Sparks,68,664857
All Good Things (Come To An End),Nelly Furtado,73,930598
High Maintenance Woman,Toby Keith,69,810096
The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,42,5512
It's Not Over,Daughtry,68,770719
Last Dollar (Fly Away),Tim McGraw,76,1935189
Say It Right,Nelly Furtado,73,930598
Face Down,The Red Jumpsuit Apparatus,65,457284
Go Getta,Young Jeezy Featuring R. Kelly,76,922579
Settlin',Sugarland,60,550288
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,84,4162611
What Goes Around...Comes Around,Justin Timberlake,88,6109438
Straight To The Bank,50 Cent,83,3538569
Candyman,Christina Aguilera,79,2734272
Don't Make Me,Blake Shelton,76,2973946
Lost Without U,Robin Thicke,69,1129789
How To Save A Life,The Fray,75,1619714
Anyway,Martina McBride,59,355688
Over It,Katharine McPhee,53,62928
Smile,Lily Allen,73,970785
Beer In Mexico,Kenny Chesney,74,1629046
Given Up,Linkin Park,87,7792787
Read My Mind,The Killers,82,3130107
Walk It Out,Unk,49,56758
Vulnerable,Secondhand Serenade,63,424693
Long Trip Alone,Dierks Bentley,74,1170686
Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire,63,352025
Breath,Breaking Benjamin,76,1583283
You Raise Me Up,Josh Groban & The African Children's Choir,65,288447
Signal Fire,Snow Patrol,73,1051028
Grace Kelly,MIKA,68,667780
I'm Throwed,Paul Wall Featuring Jermaine Dupri,65,213750
She's Like The Wind,Lumidee Featuring Tony Sunshine,40,1356
Dig,Incubus,73,1269765
Gravity,John Mayer,82,2714348
If I Was Your Man,Joe,67,518669
On The Hotline,Pretty Ricky,61,452923
Look After You,The Fray,75,1619715
Throw Some D's,Rich Boy Featuring Polow Da Don,47,75840
It's Me Snitches,Swizz Beatz,64,71712
I Don't Need A Man,The Pussycat Dolls,72,1610668
Me And God,Josh Turner,69,746272
Ice Box,Omarion,69,898027
Keep Holding On,Avril Lavigne,77,2470245
Top Back,T.I.,80,2176773
Into The Ocean,Blue October,60,165479
Stupid Boy,Keith Urban,77,2060814
Ladies Love Country Boys,Trace Adkins,63,560775
A Feelin' Like That,Gary Allan,63,330405
I'll Wait For You,Joe Nichols,63,264143
Get Buck,Young Buck,64,289555
Make It Rain,Fat Joe Featuring Lil Wayne,72,381128
I Wanna Love You,Akon Featuring Snoop Dogg,80,1446780
Smack That,Akon Featuring Eminem,80,1446780
Waiting On The World To Change,John Mayer,82,2714348
Break It Off,Rihanna & Sean Paul,92,20858604
Pain,Three Days Grace,79,1930156
Poppin',Chris Brown Featuring Jay Biz,91,5836008
The River,Good Charlotte Featuring M. Shadows And Synyster Gates,70,895049
Kiss The Girl,Ashley Tisdale,58,376538
We Fly High,Jim Jones,58,147724
Year 3000,Jonas Brothers,66,941209
Say OK,Vanessa Hudgens,68,655480
Runaway Love,Ludacris Featuring Mary J. Blige,78,1270436
Dashboard,Modest Mouse,69,724354
Love Today,MIKA,68,667780
Wouldn't Get Far,The Game Featuring Kanye West,76,1271689
Lips Of An Angel,Jack Ingram,40,15631
Circle,Marques Houston,53,265705
Fergalicious,Fergie,74,1878232
Chasing Cars,Snow Patrol,73,1051028
Here (In Your Arms),Hellogoodbye,51,102399
My Love,Justin Timberlake Featuring T.I.,88,6109438
Promise,Ciara,73,2562460
Tell Me 'Bout It,Joss Stone,61,533866
Fidelity,Regina Spektor,66,797799
Flathead,The Fratellis,67,330141
King Kong,Jibbs Featuring Chamillionaire,47,26176
Hillbilly Deluxe,Brooks & Dunn,67,573549
And I Am Telling You I'm Not Going,Jennifer Hudson,64,543266
1st Time,Yung Joc Featuring Marques Houston & Trey Songz,66,199247
Famous Last Words,My Chemical Romance,78,2711184
Boston,Augustana,56,106616
Watching You,Rodney Atkins,65,512279
Survivalism,Nine Inch Nails,68,858349
From Yesterday,Thirty Seconds To Mars,76,1665765
Alyssa Lies,Jason Michael Carroll,52,87470
Not Ready To Make Nice,Dixie Chicks,67,495735
Welcome To The Black Parade,My Chemical Romance,78,2711184
SexyBack,Justin Timberlake,88,6109438
Nothing Left To Lose,Mat Kearney,66,298031
It Just Comes Natural,George Strait,73,698027
Little Bit Of Life,Craig Morgan,64,285597
Wait A Minute,The Pussycat Dolls Featuring Timbaland,72,1610669
Walk Away (Remember Me),Paula DeAnda Featuring The DEY,50,123712
It Ends Tonight,The All-American Rejects,70,905043
Freak On A Leash (Unplugged),Korn Featuring Amy Lee,75,2027826
Wind It Up,Gwen Stefani,75,1766775
Lips Of An Angel,Hinder,64,530197
Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,64,385426
Suddenly I See,KT Tunstall,60,155792
Amarillo Sky,Jason Aldean,78,2028827
Keep Your Mind Wide Open,AnnaSophia Robb,12,460
Like A Star,Corinne Bailey Rae,68,338638
I Luv It,Young Jeezy,76,922579
She's Everything,Brad Paisley,71,1083349
Outside Looking In,Jordan Pruitt,37,56530
Save Room,John Legend,82,3477070
Push It To The Limit,Corbin Bleu,51,120724
Far Away,Nickelback,78,2565764
Hurt,Christina Aguilera,79,2734274
Be Good To Me,Ashley Tisdale,58,376538
Red High Heels,Kellie Pickler,49,271748
Streetcorner Symphony,Rob Thomas,64,222435
Thinking About You,Norah Jones,75,1447671
Want To,Sugarland,60,550288
One Wing In The Fire,Trent Tomlinson,52,41613
Jump To The Rhythm,Jordan Pruitt,37,56530
Through Glass,Stone Sour,71,957022
Money Maker,Ludacris Featuring Pharrell,78,1270436
Money In The Bank,Lil Scrappy Featuring Young Buck,55,212406
Maneater,Nelly Furtado,73,930598
My Little Girl,Tim McGraw,76,1935189
Phantom Limb,The Shins,68,706375
Show Me The Money,Petey Pablo,60,124728
Take Me As I Am,Mary J. Blige,72,1257479
Honestly,Cartel,53,80653
Tim McGraw,Taylor Swift,91,11085098
What Hurts The Most,Rascal Flatts,73,1221804
My Wish,Rascal Flatts,73,1221804
If We Were A Movie,Hannah Montana,67,1185793
Unappreciated,Cherish,51,176156
The Saints Are Coming,U2 & Green Day,80,2564875
Say Goodbye,Chris Brown,91,5836009
Call Me When You're Sober,Evanescence,73,1689747
Here It Goes Again,OK Go,60,260935
Stuntin' Like My Daddy,Birdman & Lil Wayne,64,343708
Come To Me,Diddy Featuring Nicole Scherzinger,76,467733
You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",93,15210527
Love Like Winter,AFI,64,361991
Mr. Jones,Mike Jones,55,54519
Ay Chico (Lengua Afuera),Pitbull,84,5139313
You Save Me,Kenny Chesney,74,1629046
Hip Hop Is Dead,Nas Featuring will.i.am,75,1150327
Some People Change,Montgomery Gentry,63,411041
Tell Me Baby,Red Hot Chili Peppers,86,6548218
Show Stopper,Danity Kane,51,189699
Dem Jeans,Chingy Featuring Jermaine Dupri,61,243177
Who Said,Hannah Montana,67,1185793
Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,28,1060
Best Of Both Worlds,Hannah Montana,67,1185793
Hate (I Really Don't Like You),Plain White T's,68,426631
When You Were Young,The Killers,82,3130109
A Great Big Sled,The Killers Featuring Toni Halliday,82,3130109
I Loved Her First,Heartland,44,6183
The Carpal Tunnel Of Love,Fall Out Boy,84,4162612
Chain Hang Low,Jibbs,47,26176
Let's Ride,The Game,76,1271689
Get Up,Ciara Featuring Chamillionaire,73,2562464
London Bridge,Fergie,74,1878232
Tu Recuerdo,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres,78,2742723
The Diary Of Jane,Breaking Benjamin,76,1583284
Give It Away,George Strait,73,698028
Buttons,The Pussycat Dolls Featuring Snoop Dogg,72,1610669
Gallery,Mario Vazquez,43,27941
About Us,Brooke Hogan Featuring Paul Wall,29,24790
Push It,Rick Ross,81,1903501
Once In A Lifetime,Keith Urban,77,2060813
I Call It Love,Lionel Richie,71,693448
You Know My Name,Chris Cornell,64,550819
Over My Head (Cable Car),The Fray,75,1619716
Need A Boss,Shareefa Featuring Ludacris,29,13523
Every Mile A Memory,Dierks Bentley,74,1170686
It's Okay (One Blood),The Game Featuring Junior Reid,76,1271689
Greatest Time Of Year,Aly & AJ,57,180776
Crazy,Gnarls Barkley,68,209603
When Your Heart Stops Beating,(+44),52,140093
Everytime Tha Beat Drop,Monica Featuring Dem Franchize Boyz,65,687143
The Riddle,Five For Fighting,63,238307
I Write Sins Not Tragedies,Panic! At The Disco,85,3757903
Would You Go With Me,Josh Turner,69,746272
I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,66,199248
High School Never Ends,Bowling For Soup,67,397794
That Girl,Frankie J Featuring Mannie Fresh & Chamillionaire,64,162477
A La Primera Persona,Alejandro Sanz,77,1881191
Sexy Love,Ne-Yo,81,3189815
Put Your Records On,Corinne Bailey Rae,68,338638
Change Me,Ruben Studdard,44,41304
Right Where You Want Me,Jesse McCartney,67,431037
Crash Here Tonight,Toby Keith,69,810096
Tengo Un Amor,Toby Love Featuring Rakim & Ken-Y,59,162007
Pullin' Me Back,Chingy Featuring Tyrese,61,243177
Promiscuous,Nelly Furtado Featuring Timbaland,73,930598
U And Dat,E-40 Featuring T-Pain & Kandi Girl,73,299924
I Got Nerve,Hannah Montana,67,1185793
Pumpin' Up The Party,Hannah Montana,67,1185793
The Other Side Of Me,Hannah Montana,67,1185793
Our Country,John Mellencamp,67,286225
This Is The Life,Hannah Montana,67,1185793
Brand New Girlfriend,Steve Holy,43,16343
Just Like You,Hannah Montana,67,1185793
Long Way 2 Go,Cassie,64,431330
(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,85,1596731
Move Along,The All-American Rejects,70,905043
Hate Me,Blue October,60,165479
Ain't No Other Man,Christina Aguilera,79,2734275
The Pick Of Destiny,Tenacious D,66,674770
Like Red On A Rose,Alan Jackson,73,712246
Remember The Name,Fort Minor Featuring Styles Of Beyond,67,254424
Shoulder Lean,Young Dro Featuring T.I.,58,267216
Me & U,Cassie,64,431330
Hips Don't Lie,Shakira Featuring Wyclef Jean,85,9800087
Life Is A Highway,Rascal Flatts,73,1221805
I Can't Hate You Anymore,Nick Lachey,47,54852
It's Goin' Down,Yung Joc,66,199248
Leave The Pieces,The Wreckers,45,35712
Building Bridges,Brooks & Dunn With Sheryl Crow & Vince Gill,67,573549
Chemicals React,Aly & AJ,57,180776
Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,57,129709
Dani California,Red Hot Chili Peppers,86,6548219
Animal I Have Become,Three Days Grace,79,1930158
Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,51,176156
"Steady, As She Goes",The Raconteurs,62,326760
Ghetto Story Chapter 2,Cham Featuring Alicia Keys,46,31404
Bring It On Home,Little Big Town,67,905699
Hands Up,Lloyd Banks Featuring 50 Cent,65,330586
Superman,Brown Boy,39,28749
Ni Una Sola Palabra,Paulina Rubio,67,740418
Bossy,Kelis Featuring Too $hort,66,194684
Ridin',Chamillionaire Featuring Krayzie Bone,64,258756
Bad Day,Daniel Powter,63,103293
Crazy Bitch,Buckcherry,56,193010
Miss Murder,AFI,64,361991
A Public Affair,Jessica Simpson,54,338802
Sunshine And Summertime,Faith Hill,67,512560
Vans,The Pack,37,10129
Unfaithful,Rihanna,92,20858618
Unwritten,Natasha Bedingfield,69,447109
Savin' Me,Nickelback,78,2565765
Stars Are Blind,Paris Hilton,48,146244
Feels Just Like It Should,Pat Green,52,47337
Entourage,Omarion,69,898027
Is It Any Wonder?,Keane,72,987692
Strut,The Cheetah Girls,53,230413
The Party's Just Begun,The Cheetah Girls,53,230413
Sleep On It,Danity Kane,51,189699
Torn,LeToya,48,212492
Idlewild Blue (Don'tchu Worry 'Bout Me),OutKast,77,883079
So What,Field Mob Featuring Ciara,45,61737
Summertime,Kenny Chesney,74,1629047
Why You Wanna,T.I.,80,2176776
Ride For You,Danity Kane,51,189699
Swing,Trace Adkins,63,560776
Stay With You,Goo Goo Dolls,72,739638
A Little Too Late,Toby Keith,69,810096
Morris Brown,OutKast Featuring Scar & Sleepy Brown,77,883079
Me And My Gang,Rascal Flatts,73,1221805
Hustlin',Rick Ross,81,1903501
SOS,Rihanna,92,20858621
Gimme That,Chris Brown Featuring Lil Wayne,91,5836009
Where'd You Go,Fort Minor Featuring Holly Brook,67,254424
Life Ain't Always Beautiful,Gary Allan,63,330406
Breathe (2 AM),Anna Nalick,53,61064
MakeDamnSure,Taking Back Sunday,65,413955
Doing Too Much,Paula DeAnda Featuring Baby Bash,50,123712
Enough Cryin,Mary J. Blige Featuring Brook-Lyn,72,1257479
What's Left Of Me,Nick Lachey,47,54852
Invisible,Ashlee Simpson,52,237007
Don't Forget To Remember Me,Carrie Underwood,74,2127812
Yee Haw,Jake Owen,70,772508
When The Stars Go Blue,Tim McGraw,76,1935191
Every Time I Hear Your Name,Keith Anderson,54,101800
Temperature,Sean Paul,85,1596733
Crowded,Jeannie Ortega Featuring Papoose,22,1105
Hanging On,Cheyenne Kimball,22,8445
Do I Make You Proud,Taylor Hicks,28,3878
Last Day Of My Life,Phil Vassar,55,85011
Coming Undone,Korn,75,2027829
Original Fire,Audioslave,72,1306104
How 'Bout You,Eric Church,75,1334901
Walk Away,Kelly Clarkson,78,2840765
Somewhere Over The Rainbow,Katharine McPhee,53,62928
Scotty Doesn't Know,Lustra,49,12074
DJ Play A Love Song,Jamie Foxx Featuring Twista,71,385406
Gettin' Some,Shawnna,54,27700
You're Beautiful,James Blunt,77,1303732
What You Know,T.I.,80,2176776
When You're Mad,Ne-Yo,81,3189816
The Adventure,Angels & Airwaves,60,231126
Settle For A Slowdown,Dierks Bentley,74,1170690
8th Of November,Big & Rich,62,378380
Can't Let Go,Anthony Hamilton,65,577758
Why,Jason Aldean,78,2028830
Who Says You Can't Go Home,Bon Jovi,79,3071299
My Destiny,Katharine McPhee,53,62928
Don't Wait,Dashboard Confessional,66,249661
Bojangles,Pitbull,84,5139313
Angelito,Don Omar,79,2489517
Something's Gotta Give,LeAnn Rimes,63,287504
Saving Grace,Tom Petty,70,511491
Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,58,103683
Everytime We Touch,Cascada,67,254573
Ridin' Rims,Dem Franchize Boyz,49,97000
Size Matters (Someday),Joe Nichols,63,264144
I Can't Unlove You,Kenny Rogers,66,383240
Be Without You,Mary J. Blige,72,1257480
"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,49,97000
Girl Next Door,Saving Jane,30,7369
